"local_identifier","date","timestamp","location_long","location_lat","locationsPerDay","net_displacement","max_displecement","total_distance","avgFlight_heightAGL","sdFlight_heightAGL","flight_time","maxFlight_speed","avgFlight_speed","sdFlight_speed","setOffTimeMinute","returnBeforesunsetMinute","numberOfFlighetSegments","avgSegmentDistance","sdSegmentDistance","avgSegmentTime","sdSegmentTime","released_wild","GroundASL","origin","age_release","days_acclim","status","pre_2020","group_release","day_one","day_ten","timefromday1","season","death_date","days_to_death","max_deltaHeight0","repeat.","max_temp","median_temp","deltaHeight0_75","deltaHeight0_50","age_class","net_km","max_km","totdiskm","maxspeedkm","avgspeedkm","avgsegkm","avgseghr","setOffhr","returnhr","flightHr","dayFromDayOne","n_days"
"J39w",2021-05-22,2021-05-22 03:13:40,35.3043746948242,31.3607349395752,53,75742.7138898186,76212.4113278826,141879.807803065,441.555555555556,213.328033022392,268.983333333333,23.0555555555556,12.7314814814815,5.21527315431072,227.95,305.433333333333,4,29540.481707033,46149.5802213162,56.835534591195,92.0755869834772,"wild",224,"wild",1,NA,"wild","2","11",2021-05-14,2021-05-24,8,"summer",2021,NA,797,"4",40,36,341,131,"subadult",75.7427138898186,76.2124113278826,141.879807803065,83,45.8333333333333,29.540481707033,0.947258909853249,3.79916666666667,5.09055555555556,4.48305555555556,"8",9
"J39w",2021-05-23,2021-05-23 03:17:19,34.8423271179199,30.8070526123047,52,34133.8198108454,41865.7732995627,158564.48112405,427.809523809524,284.7672065122,311.816666666667,22.2222222222222,14.0608465608466,4.92025621515893,198.916666666667,213.166666666667,5,18152.9489046584,22622.5554049934,34.688141025641,47.683378319244,"wild",490,"wild",1,NA,"wild","2","11",2021-05-14,2021-05-24,9,"summer",2021,NA,912,"4",39,37,186.25,40,"subadult",34.1338198108454,41.8657732995627,158.56448112405,80,50.6190476190476,18.1529489046584,0.578135683760684,3.31527777777778,3.55277777777778,5.19694444444444,"9",9
"J49 White",2020-01-13,2020-01-13 05:13:43,35.3684387207031,31.4055080413818,20,76.6402771034514,377.849624281243,1627.06277349832,62,NA,30.1333333333333,14.1666666666667,14.1666666666667,NA,423.6,193.166666666667,1,888.220411282821,460.703224617412,1.50666666666667,6.73801817219937,"released",-206,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,0,"winter",44107,"265",117,"1",36,34,71,23.5,"subadult",0.0766402771034514,0.377849624281243,1.62706277349832,51,51,0.888220411282821,0.0251111111111111,7.06,3.21944444444444,0.502222222222222,"0",9
"J49 White",2020-01-14,2020-01-14 05:13:34,35.3675689697266,31.4054126739502,20,1037.51176156399,1219.52079941944,1665.93395400777,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1665.93395400777,0,0,0,"released",-175,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,1,"winter",44107,"265",150,"1",37,35,47.5,8.5,"subadult",1.03751176156399,1.21952079941944,1.66593395400777,-Inf,NA,1.66593395400777,0,Inf,Inf,0,"1",9
"J49 White",2020-01-15,2020-01-15 05:12:48,35.3667182922363,31.3946876525879,20,437.689745090364,476.46920583887,693.914295771768,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,693.914295771768,0,0,0,"released",-293,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,2,"winter",44107,"265",72,"1",41,35.5,31,13.5,"subadult",0.437689745090364,0.47646920583887,0.693914295771768,-Inf,NA,0.693914295771768,0,Inf,Inf,0,"2",9
"J49 White",2020-01-16,2020-01-16 05:12:50,35.3652610778809,31.3984241485596,20,92.7843972680675,92.7843972680675,519.453621437875,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,519.453621437875,0,0,0,"released",-240,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,3,"winter",44107,"265",125,"1",38,36,33,12.5,"subadult",0.0927843972680675,0.0927843972680675,0.519453621437875,-Inf,NA,0.519453621437875,0,Inf,Inf,0,"3",9
"J49 White",2020-01-17,2020-01-17 05:12:40,35.3661842346191,31.3917446136475,20,562.382634619868,562.382634619868,719.282198084909,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,719.282198084909,0,0,0,"released",-310,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,4,"winter",44107,"265",125,"1",37,35,86.75,75.5,"subadult",0.562382634619868,0.562382634619868,0.719282198084909,-Inf,NA,0.719282198084909,0,Inf,Inf,0,"4",9
"J49 White",2020-01-18,2020-01-18 05:12:14,35.3630104064941,31.3927917480469,20,266.718933841906,271.485665391137,1151.61106672828,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1151.61106672828,0,0,0,"released",-236,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,5,"winter",44107,"265",88,"1",35,34,67.5,53.5,"subadult",0.266718933841906,0.271485665391137,1.15161106672828,-Inf,NA,1.15161106672828,0,Inf,Inf,0,"5",9
"J49 White",2020-01-19,2020-01-19 05:12:08,35.3638763427734,31.3941497802734,20,960.182029433273,2060.95520696381,4232.89802291497,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,4232.89802291497,0,0,0,"released",-243,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,6,"winter",44107,"265",324,"1",35,32.5,47.25,35.5,"subadult",0.960182029433273,2.06095520696381,4.23289802291497,-Inf,NA,4.23289802291497,0,Inf,Inf,0,"6",9
"J49 White",2020-01-20,2020-01-20 05:11:28,35.3673820495605,31.4022407531738,20,474.335034210266,1568.45055316645,4011.47545085248,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,4011.47545085248,0,0,0,"released",-209,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,7,"winter",44107,"265",181,"1",35,33,101.75,61.5,"subadult",0.474335034210266,1.56845055316645,4.01147545085248,-Inf,NA,4.01147545085248,0,Inf,Inf,0,"7",9
"J49 White",2020-01-21,2020-01-21 05:11:40,35.3719253540039,31.4042739868164,20,13.7447873123027,64.512481615089,522.363423312568,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,522.363423312568,0,0,0,"released",-270,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,8,"winter",44107,"265",121,"1",37,32,39.25,25,"subadult",0.0137447873123027,0.064512481615089,0.522363423312568,-Inf,NA,0.522363423312568,0,Inf,Inf,0,"8",9
"J49 White",2020-01-22,2020-01-22 05:10:49,35.3719787597656,31.4044761657715,20,387.502392614923,387.502392614923,872.220554817798,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,872.220554817798,0,0,0,"released",-270,"bp",2,124,"dead","3","13",2020-01-13,2020-01-23,9,"winter",44107,"265",91,"1",35,32.5,64,57,"subadult",0.387502392614923,0.387502392614923,0.872220554817798,-Inf,NA,0.872220554817798,0,Inf,Inf,0,"9",9
"J50 White",2020-11-12,2020-11-12 04:36:17,35.3718872070312,31.4043617248535,40,274.719038232614,318.985144646735,1608.09857294469,0,NA,14.9666666666667,9.16666666666667,9.16666666666667,NA,451.166666666667,186.9,1,661.388037877929,194.604018286449,0.374166666666667,2.36643778235934,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,0,"winter",NA,NA,74,"1",38,35,55,43.5,"subadult",0.274719038232614,0.318985144646735,1.60809857294469,33,33,0.661388037877929,0.00623611111111111,7.51944444444444,3.115,0.249444444444444,"0",9
"J50 White",2020-11-13,2020-11-13 04:37:12,35.3765678405762,31.3997993469238,39,668.144568165832,712.716342349966,1309.89994418938,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1309.89994418938,0,0,0,"released",-333,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,1,"winter",NA,NA,81,"1",45,37,45.5,26,"subadult",0.668144568165832,0.712716342349966,1.30989994418938,-Inf,NA,1.30989994418938,0,Inf,Inf,0,"1",9
"J50 White",2020-11-14,2020-11-14 04:38:10,35.3727073669434,31.4043312072754,39,77.4291151118309,126.909078126911,693.551156722283,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,693.551156722283,0,0,0,"released",-281,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,2,"winter",NA,NA,104,"1",45,37,15.5,7,"subadult",0.0774291151118309,0.126909078126911,0.693551156722283,-Inf,NA,0.693551156722283,0,Inf,Inf,0,"2",9
"J50 White",2020-11-15,2020-11-15 04:39:15,35.3718795776367,31.4043960571289,39,12.3244839777021,59.9367865452866,468.246478691741,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,468.246478691741,0,0,0,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,3,"winter",NA,NA,74,"1",47,36,35.5,30,"subadult",0.0123244839777021,0.0599367865452866,0.468246478691741,-Inf,NA,0.468246478691741,0,Inf,Inf,0,"3",9
"J50 White",2020-11-16,2020-11-16 04:40:19,35.3717155456543,31.4046478271484,39,2169.31384765586,2172.7467810329,3546.69037025549,111.25,75.1725792205287,60.1666666666667,11.9444444444444,9.93055555555556,2.9430027917246,361.566666666667,105.65,4,554.901906609668,258.822438536801,1.54273504273504,4.62324535211414,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,4,"winter",NA,NA,323,"1",38,35,217.5,73,"subadult",2.16931384765586,2.1727467810329,3.54669037025549,43,35.75,0.554901906609668,0.0257122507122507,6.02611111111111,1.76083333333333,1.00277777777778,"4",9
"J50 White",2020-11-17,2020-11-17 04:41:40,35.3672065734863,31.4108467102051,38,859.428720012402,990.68146315894,4551.03252172262,107,59.39696961967,29.3666666666667,16.3888888888889,11.8055555555556,6.48181216087669,331.833333333333,254.283333333333,2,1589.05018919565,684.642389569163,0.77280701754386,3.32298036622304,"released",-221,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,5,"winter",NA,NA,677,"1",38,35,103.75,66,"subadult",0.859428720012402,0.99068146315894,4.55103252172262,59,42.5,1.58905018919565,0.0128801169590643,5.53055555555556,4.23805555555556,0.489444444444444,"5",9
"J50 White",2020-11-18,2020-11-18 04:42:29,35.3718299865723,31.4044036865234,39,320.791310831177,321.92253477784,1283.89296875591,7,9.89949493661167,30.0333333333333,15,10.1388888888889,6.87464926153588,241.6,193.083333333333,2,305.908225017008,210.741049870237,0.77008547008547,3.35556441833591,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,6,"winter",NA,NA,43,"1",39,37,23,8,"subadult",0.320791310831177,0.32192253477784,1.28389296875591,54,36.5,0.305908225017008,0.0128347578347578,4.02666666666667,3.21805555555556,0.500555555555556,"6",9
"J50 White",2020-11-19,2020-11-19 04:43:00,35.372184753418,31.4045104980469,39,55.1098741267631,811.903400833548,2452.10581069123,38,NA,14.95,10.8333333333333,10.8333333333333,NA,136.716666666667,491.716666666667,1,1732.24653431722,800.648002384716,0.383333333333333,2.39391589938605,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,7,"winter",NA,NA,90,"1",44,36,62.5,42,"subadult",0.0551098741267631,0.811903400833548,2.45210581069123,39,39,1.73224653431722,0.00638888888888889,2.27861111111111,8.19527777777778,0.249166666666667,"7",9
"J50 White",2020-11-20,2020-11-20 04:44:28,35.3718452453613,31.4041690826416,39,798.728952277854,1116.38296144448,2660.24758804292,0,0,30.0833333333333,8.88888888888889,7.77777777777778,1.57134840263677,316.866666666667,160.283333333333,2,767.777218374883,311.767786862049,0.771367521367521,3.36115352988107,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,8,"winter",NA,NA,153,"1",41,35,71,41,"subadult",0.798728952277854,1.11638296144448,2.66024758804292,32,28,0.767777218374883,0.0128561253561254,5.28111111111111,2.67138888888889,0.501388888888889,"8",9
"J50 White",2020-11-21,2020-11-21 04:45:00,35.3717765808105,31.4044075012207,39,25.4482085411328,57.1038204876542,594.176104773853,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,594.176104773853,0,0,0,"released",-270,"bp",1,234,"wild","3","16",2020-11-12,2020-11-22,9,"winter",NA,NA,46,"1",35,34,33.5,26,"subadult",0.0254482085411327,0.0571038204876542,0.594176104773853,-Inf,NA,0.594176104773853,0,Inf,Inf,0,"9",9
"J52 White",2020-11-29,2020-11-29 03:22:45,35.3724098205566,31.4046993255615,49,94.9845396140237,578.88053322156,2234.79171729497,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,2234.79171729497,0,0,0,"released",-270,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,0,"winter",NA,NA,118,"1",39,36,88,69,"subadult",0.0949845396140237,0.57888053322156,2.23479171729497,-Inf,NA,2.23479171729497,0,Inf,Inf,0,"0",9
"J52 White",2020-11-30,2020-11-30 03:22:29,35.374870300293,31.39719581604,49,668.362275149103,875.207422581535,2036.02252485216,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,2036.02252485216,0,0,0,"released",-336,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,1,"winter",NA,NA,164,"1",42,36,93,78,"subadult",0.668362275149103,0.875207422581535,2.03602252485216,-Inf,NA,2.03602252485216,0,Inf,Inf,0,"1",9
"J52 White",2020-12-01,2020-12-01 03:22:42,35.3754577636719,31.3945159912109,49,1495.04252011305,1495.04252011305,2353.28756459342,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,2353.28756459342,0,0,0,"released",-350,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,2,"winter",NA,NA,208,"1",43,34,167,123,"subadult",1.49504252011305,1.49504252011305,2.35328756459342,-Inf,NA,2.35328756459342,0,Inf,Inf,0,"2",9
"J52 White",2020-12-02,2020-12-02 03:22:34,35.369743347168,31.4068775177002,49,356.316161020968,432.736587973009,1116.93774847572,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1116.93774847572,0,0,0,"released",-214,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,3,"winter",NA,NA,86,"1",40,34,56,50,"subadult",0.356316161020968,0.432736587973009,1.11693774847572,-Inf,NA,1.11693774847572,0,Inf,Inf,0,"3",9
"J52 White",2020-12-03,2020-12-03 03:23:56,35.3720283508301,31.4041957855225,49,306.936624092761,958.992412660197,2525.57921009265,0,NA,15.0166666666667,5,5,NA,571.133333333333,42.4833333333333,1,2105.60439531,843.990960282227,0.306462585034014,2.1452380952381,"released",-270,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,4,"winter",NA,NA,74,"1",42,35,35,20,"subadult",0.306936624092761,0.958992412660197,2.52557921009265,18,18,2.10560439531,0.00510770975056689,9.51888888888889,0.708055555555556,0.250277777777778,"4",9
"J52 White",2020-12-04,2020-12-04 03:53:24,35.3718185424805,31.3953189849854,46,982.431414878483,1006.21507569237,3346.4602210366,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,3346.4602210366,0,0,0,"released",-320,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,5,"winter",NA,NA,101,"1",38,36,53.5,25,"subadult",0.982431414878483,1.00621507569237,3.3464602210366,-Inf,NA,3.3464602210366,0,Inf,Inf,0,"5",9
"J52 White",2020-12-05,2020-12-05 03:54:38,35.3720092773438,31.4039821624756,46,28.4144535120321,72.3422955782727,572.634681380457,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,572.634681380457,0,0,0,"released",-281,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,6,"winter",NA,NA,111,"1",44,36,57.75,50,"subadult",0.0284144535120321,0.0723422955782727,0.572634681380457,-Inf,NA,0.572634681380457,0,Inf,Inf,0,"6",9
"J52 White",2020-12-06,2020-12-06 03:55:33,35.3719253540039,31.4041557312012,46,24.1999083573229,132.039196703303,962.518290892502,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,962.518290892502,0,0,0,"released",-281,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,7,"winter",NA,NA,154,"1",39,36,27.5,15,"subadult",0.0241999083573229,0.132039196703303,0.962518290892502,-Inf,NA,0.962518290892502,0,Inf,Inf,0,"7",9
"J52 White",2020-12-07,2020-12-07 03:56:33,35.3719139099121,31.4041900634766,46,324.896459962241,337.548203607867,1363.90577973578,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1363.90577973578,0,0,0,"released",-270,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,8,"winter",NA,NA,61,"1",40,32,29.75,8.5,"subadult",0.324896459962241,0.337548203607867,1.36390577973578,-Inf,NA,1.36390577973578,0,Inf,Inf,0,"8",9
"J52 White",2020-12-08,2020-12-08 03:57:10,35.3686904907227,31.4051914215088,46,308.023235150644,313.097956447891,879.884723547358,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,879.884723547358,0,0,0,"released",-206,"bp",1,251,"wild","3","17",2020-11-29,2020-12-09,9,"winter",NA,NA,68,"1",41,35.5,27.5,15,"subadult",0.308023235150645,0.313097956447891,0.879884723547358,-Inf,NA,0.879884723547358,0,Inf,Inf,0,"9",9
"J54 White",2020-11-12,2020-11-12 04:36:29,35.3725662231445,31.4041309356689,40,210.888765939957,241.111733392938,1045.32836546026,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1045.32836546026,0,0,0,"released",-287,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,0,"winter",44179,NA,52,"1",41,36.5,30.5,16.5,"subadult",0.210888765939957,0.241111733392938,1.04532836546026,-Inf,NA,1.04532836546026,0,Inf,Inf,0,"0",9
"J54 White",2020-11-13,2020-11-13 04:37:40,35.3735809326172,31.3981170654297,40,786.071305364912,823.141426190139,1241.81452574642,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1241.81452574642,0,0,0,"released",-330,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,1,"winter",44179,NA,120,"1",40,38,88.25,68.5,"subadult",0.786071305364912,0.823141426190139,1.24181452574642,-Inf,NA,1.24181452574642,0,Inf,Inf,0,"1",9
"J54 White",2020-11-14,2020-11-14 04:38:16,35.372257232666,31.4049301147461,39,143.718187411209,187.348732830204,1152.39498840877,0,NA,15,14.7222222222222,14.7222222222222,NA,331.433333333333,303.75,1,524.7713825241,82.9600115782452,0.384615384615385,2.40192230707631,"released",-270,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,2,"winter",44179,NA,87,"1",42,39,49,28,"subadult",0.143718187411209,0.187348732830204,1.15239498840877,53,53,0.5247713825241,0.00641025641025641,5.52388888888889,5.0625,0.25,"2",9
"J54 White",2020-11-15,2020-11-15 04:39:21,35.3723983764648,31.40478515625,39,70.5042732892311,92.3379704309683,882.88503531645,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,882.88503531645,0,0,0,"released",-270,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,3,"winter",44179,NA,81,"1",41,35,57,48,"subadult",0.0705042732892311,0.0923379704309683,0.88288503531645,-Inf,NA,0.88288503531645,0,Inf,Inf,0,"3",9
"J54 White",2020-11-16,2020-11-16 04:40:11,35.372013092041,31.4042568206787,39,141.806221006486,274.059147861543,1181.78830479964,31,NA,15.1166666666667,10,10,NA,271.633333333333,360.766666666667,1,548.173230679469,99.928941758669,0.387606837606838,2.42060392502023,"released",-270,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,4,"winter",44179,NA,85,"1",39,36,57.5,42,"subadult",0.141806221006486,0.274059147861543,1.18178830479964,36,36,0.548173230679469,0.00646011396011396,4.52722222222222,6.01277777777778,0.251944444444444,"4",9
"J54 White",2020-11-17,2020-11-17 04:41:04,35.3728370666504,31.4049949645996,39,191.153816417013,191.153816417013,1009.8421739174,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1009.8421739174,0,0,0,"released",-281,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,5,"winter",44179,NA,59,"1",45,37,33,26,"subadult",0.191153816417013,0.191153816417013,1.0098421739174,-Inf,NA,1.0098421739174,0,Inf,Inf,0,"5",9
"J54 White",2020-11-18,2020-11-18 04:42:28,35.3720512390137,31.4042911529541,39,152.588935852944,398.609656982003,1507.03216595841,0,NA,15.0666666666667,11.1111111111111,11.1111111111111,NA,481.816666666667,147.9,1,980.835266018917,470.667420569638,0.386324786324786,2.41259751732998,"released",-270,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,6,"winter",44179,NA,76,"1",38,37,39,20,"subadult",0.152588935852944,0.398609656982003,1.50703216595841,40,40,0.980835266018917,0.00643874643874644,8.03027777777778,2.465,0.251111111111111,"6",9
"J54 White",2020-11-19,2020-11-19 04:43:10,35.3718795776367,31.4041442871094,39,3.02137952424256,34.1920225530324,372.82349446565,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,372.82349446565,0,0,0,"released",-281,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,7,"winter",44179,NA,99,"1",45,39,21.5,12,"subadult",0.00302137952424256,0.0341920225530324,0.37282349446565,-Inf,NA,0.37282349446565,0,Inf,Inf,0,"7",9
"J54 White",2020-11-20,2020-11-20 04:43:49,35.371997833252,31.4042053222656,39,29.201342649722,477.202126080541,1831.4490706508,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1831.4490706508,0,0,0,"released",-270,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,8,"winter",44179,NA,111,"1",41,36,26,19,"subadult",0.029201342649722,0.477202126080541,1.8314490706508,-Inf,NA,1.8314490706508,0,Inf,Inf,0,"8",9
"J54 White",2020-11-21,2020-11-21 04:44:41,35.3720626831055,31.4041938781738,39,22.9425630360947,71.1530442759258,593.377319493457,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,593.377319493457,0,0,0,"released",-270,"bp",1,32,"caught","3","16",2020-11-12,2020-11-22,9,"winter",44179,NA,119,"1",40,35,68.5,62,"subadult",0.0229425630360947,0.0711530442759258,0.593377319493457,-Inf,NA,0.593377319493457,0,Inf,Inf,0,"9",9
"J70 White",2020-01-13,2020-01-13 05:13:34,35.3752288818359,31.4050369262695,20,893.168524248146,893.168524248146,3168.54586547424,20,9.89949493661167,59.9833333333333,15.8333333333333,11.9444444444444,5.4997194092287,273.483333333333,133.266666666667,2,728.662103112959,658.403405601093,2.99916666666667,9.23124061882113,"released",-336,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,0,"winter",NA,NA,214,"1",34,33,82.5,41.5,"subadult",0.893168524248146,0.893168524248146,3.16854586547424,57,43,0.728662103112959,0.0499861111111111,4.55805555555556,2.22111111111111,0.999722222222222,"0",9
"J70 White",2020-01-14,2020-01-14 05:12:59,35.3832473754883,31.4022483825684,20,1106.25802344302,1106.25802344302,1630.32116938142,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1630.32116938142,0,0,0,"released",-357,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,1,"winter",NA,NA,126,"1",36,34,63.25,30.5,"subadult",1.10625802344302,1.10625802344302,1.63032116938142,-Inf,NA,1.63032116938142,0,Inf,Inf,0,"1",9
"J70 White",2020-01-15,2020-01-15 05:12:36,35.3713722229004,31.4037780761719,20,681.750889567735,762.344071829826,1779.04801931037,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1779.04801931037,0,0,0,"released",-272,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,2,"winter",NA,NA,159,"1",40,36,91,68.5,"subadult",0.681750889567735,0.762344071829826,1.77904801931037,-Inf,NA,1.77904801931037,0,Inf,Inf,0,"2",9
"J70 White",2020-01-16,2020-01-16 05:13:10,35.366024017334,31.3993473052979,20,766.139844096704,801.815445985409,1371.45814476771,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1371.45814476771,0,0,0,"released",-231,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,3,"winter",NA,NA,53,"1",38,35,35.25,15.5,"subadult",0.766139844096704,0.801815445985409,1.37145814476771,-Inf,NA,1.37145814476771,0,Inf,Inf,0,"3",9
"J70 White",2020-01-17,2020-01-17 05:12:11,35.3716087341309,31.4043827056885,20,1048.15937706766,1052.41684341552,2029.43054702107,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,2029.43054702107,0,0,0,"released",-262,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,4,"winter",NA,NA,105,"1",38,33,56.5,36,"subadult",1.04815937706766,1.05241684341552,2.02943054702107,-Inf,NA,2.02943054702107,0,Inf,Inf,0,"4",9
"J70 White",2020-01-18,2020-01-18 05:12:11,35.3649024963379,31.39306640625,20,413.352973278681,443.528180949781,1232.40278524788,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1232.40278524788,0,0,0,"released",-268,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,5,"winter",NA,NA,80,"1",34,32,36.75,21.5,"subadult",0.413352973278681,0.443528180949781,1.23240278524788,-Inf,NA,1.23240278524788,0,Inf,Inf,0,"5",9
"J70 White",2020-01-19,2020-01-19 05:12:10,35.3702774047852,31.3970985412598,20,812.733765615765,815.862120310423,1357.85449833474,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1357.85449833474,0,0,0,"released",-300,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,6,"winter",NA,NA,53,"1",34,32,34,26,"subadult",0.812733765615765,0.815862120310423,1.35785449833474,-Inf,NA,1.35785449833474,0,Inf,Inf,0,"6",9
"J70 White",2020-01-20,2020-01-20 05:11:40,35.3718452453613,31.404296875,20,1005.98242694313,1339.47776750029,3974.1365327974,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,3974.1365327974,0,0,0,"released",-270,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,7,"winter",NA,NA,296,"1",34,32,72.75,11,"subadult",1.00598242694313,1.33947776750029,3.9741365327974,-Inf,NA,3.9741365327974,0,Inf,Inf,0,"7",9
"J70 White",2020-01-21,2020-01-21 05:11:00,35.3799324035645,31.3992958068848,20,945.918542228334,1100.67856027901,1585.3437529322,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,1585.3437529322,0,0,0,"released",-345,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,8,"winter",NA,NA,137,"1",34,30,96.75,79.5,"subadult",0.945918542228334,1.10067856027901,1.5853437529322,-Inf,NA,1.5853437529322,0,Inf,Inf,0,"8",9
"J70 White",2020-01-22,2020-01-22 05:10:33,35.3720321655273,31.4041996002197,20,513.866243056123,513.866243056123,827.998613014996,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,827.998613014996,0,0,0,"released",-270,"bp",2,124,"wild","3","13",2020-01-13,2020-01-23,9,"winter",NA,NA,118,"1",33,31.5,63.75,36.5,"subadult",0.513866243056123,0.513866243056123,0.827998613014996,-Inf,NA,0.827998613014996,0,Inf,Inf,0,"9",9
"J71 White",2020-02-24,2020-02-24 04:44:05,35.371883392334,31.4042358398438,28,1583.70929079451,1601.89858712863,3577.58569250007,52,NA,19.6833333333333,6.94444444444444,6.94444444444444,NA,340.383333333333,339.583333333333,1,1470.11740253254,1071.50079951372,0.702976190476191,3.71980035519914,"released",-270,"cat",4,95,"uk","3","14",2020-02-21,2020-03-02,3,"winter",NA,"uk",2318,"1",41,34.5,161.75,135.5,"subadult",1.58370929079451,1.60189858712863,3.57758569250007,25,25,1.47011740253254,0.0117162698412698,5.67305555555556,5.65972222222222,0.328055555555556,"3",6
"J71 White",2020-02-25,2020-02-25 04:43:23,35.357666015625,31.3985729217529,32,1177.70152931801,1177.70152931801,2745.44861843251,NA,NA,0,-Inf,NA,NA,Inf,Inf,0,2745.44861843251,0,0,0,"released",-55,"cat",4,95,"uk","3","14",2020-02-21,2020-03-02,4,"winter",NA,"uk",221,"1",34,31,135.75,105.5,"subadult",1.17770152931801,1.17770152931801,2.74544861843251,-Inf,NA,2.74544861843251,0,Inf,Inf,0,"4",6
